#!,Workbook:,Custom,Custom,,,
2243201,1.63,0.62,8.42,0.03,-0.27,0.04
2243211,1.67,0.52,8.37,0.02,0.15,0.02
2243221,1.26,0.44,8.46,0.01,0.59,-0.01
2243231,0.81,0.33,8.67,-0.01,0.95,-0.02
2243241,0.31,0.24,9.02,-0.01,1.19,-0.03
2243251,-0.15,0.37,8.46,-0.03,1.17,-0.06
2243261,-1.59,0.2,10.23,-0.05,0.8,-0.04
2243271,-1.42,0.17,10.64,0,0.28,-0.01
2243281,-1.36,0.25,10.79,0.07,-0.27,0.01
2243291,-0.71,0.46,10.5,0.16,-0.8,0
2243301,-0.8,0.73,8.82,0.12,-1.07,0
2243311,-1.04,0.85,9.17,0.11,-1.31,0.03
2243321,-0.07,0.91,8.77,0.08,-1.36,0.08
2243331,0.68,0.93,8.31,0.06,-1.11,0.11
2243341,1.18,0.86,8.29,0.04,-0.7,0.12
2243351,1.79,0.66,8.38,0.03,-0.28,0.11
2243361,2.18,0.44,8.52,0.01,0.12,0.05
2243371,1.52,0.31,8.61,0.01,0.5,0
2243381,1.02,0.21,8.86,0,0.8,-0.02
2243391,0.7,0.13,9.13,0,0.97,-0.03
2243401,0.11,0.16,9.49,0.01,0.98,-0.05
2243411,-0.5,0.22,9.75,0.02,0.81,-0.05
2243421,-0.9,0.34,9.89,0.03,0.5,-0.04
2243431,-1.13,0.45,9.97,0.05,0.11,-0.02
2243441,-1.12,0.59,9.84,0.06,-0.29,0
2243451,-0.87,0.69,9.67,0.06,-0.62,0.03
2243461,-0.47,0.81,9.33,0.07,-0.85,0.05
2243471,0.12,0.85,9.07,0.06,-0.93,0.06
2243481,0.74,0.84,8.69,0.05,-0.82,0.07
2243491,1.15,0.79,8.45,0.03,-0.55,0.06
2243501,1.52,0.66,8.39,0.02,-0.17,0.05
2243511,1.6,0.54,8.37,0.01,0.26,0.02
2243521,1.23,0.45,8.29,-0.01,0.72,0.01
2243531,0.92,0.44,8.5,-0.03,1.16,0.02
2243541,0.25,0.84,9.05,-0.02,1.47,0.05
2243551,1.08,-0.28,7.89,-0.06,1.48,0
2243561,-0.65,-0.09,11.33,-0.07,1.15,-0.08
2243571,-0.96,-0.1,10.7,0.01,0.31,-0.14
2243581,-2.32,0.2,10.27,0.06,-0.21,-0.12
2243591,-1.28,0.17,11.45,0.15,-0.76,-0.08
2243601,-1.48,0.76,8.52,0.19,-1.18,-0.06
2243611,-1.31,0.63,9.68,0.12,-1.47,-0.04
2243621,-1.28,0.98,8.7,0.1,-1.61,0.04
2243631,-1.08,1.18,8.15,0.08,-1.39,0.17
2243641,-0.18,1.26,8.26,0.06,-1.01,0.3
2243651,1.55,0.99,8.28,0.05,-0.6,0.36
2243661,3.07,0.62,8.17,0.02,-0.16,0.32
2243671,4.19,0.23,8.62,0.01,0.22,0.16
2243681,2.21,0.22,8.41,0,0.66,0.01
2243691,0.92,0.13,9.01,-0.01,0.98,-0.03
2243701,0.32,0.08,9.36,0,1.08,-0.05
2243711,-0.11,0.1,9.63,0.01,1.01,-0.06
2243721,-0.54,0.17,9.86,0.02,0.78,-0.06
2243731,-0.89,0.29,9.99,0.04,0.4,-0.05
2243741,-1.01,0.43,9.95,0.05,-0.03,-0.03
2243751,-0.75,0.58,9.83,0.06,-0.44,-0.01
2243761,-0.53,0.75,9.58,0.07,-0.76,0
2243771,-0.46,0.93,9.3,0.07,-0.95,0.02
2243781,0.07,0.96,8.97,0.06,-0.99,0.05
2243791,0.82,0.88,8.6,0.05,-0.84,0.07
2243801,1.35,0.77,8.4,0.03,-0.53,0.06
2243811,1.69,0.61,8.41,0.02,-0.12,0.04
2243821,1.61,0.48,8.45,0.01,0.31,0.01
2243831,1.39,0.35,8.5,0,0.72,-0.01
2243841,1.08,0.21,8.73,-0.02,1.06,-0.03
2243851,0.65,0.13,8.99,-0.02,1.28,-0.04
2243861,0.23,0.12,9.4,-0.02,1.36,-0.06
2243871,0.3,0.19,8.77,-0.02,1.19,-0.11
2243881,-0.91,0.16,10.04,-0.04,0.78,-0.18
2243891,-1.59,0.29,10.58,0.01,0.27,-0.16
2243901,-1.11,0.38,10.7,0.09,-0.26,-0.14
2243911,-1.38,0.78,9.94,0.16,-0.7,-0.14
2243921,-1.58,0.99,8.86,0.11,-0.85,-0.02
2243931,-0.81,0.9,8.99,0.09,-1.02,0.05
2243941,0.29,0.85,8.59,0.06,-0.97,0.08
2243951,1.06,0.81,8.51,0.04,-0.67,0.08
2243961,1.49,0.68,8.55,0.03,-0.32,0.05
2243971,1.27,0.55,8.59,0.02,0.02,0.02
2243981,1.03,0.4,8.7,0.01,0.32,0
2243991,0.78,0.29,8.79,0,0.58,0
2244001,0.5,0.2,8.96,-0.01,0.78,-0.01
2244011,0.25,0.15,9.3,0,0.89,-0.02
2244021,-0.07,0.24,9.11,0,0.86,-0.04
2244031,-1.03,0.27,9.94,-0.02,0.58,-0.04
2244041,-0.94,0.31,10.11,0.01,0.23,-0.01
2244051,-0.81,0.4,10.2,0.06,-0.13,0
2244061,-0.47,0.58,9.88,0.11,-0.45,-0.02
2244071,-0.77,0.79,8.97,0.1,-0.6,0
2244081,-0.88,0.81,9.32,0.08,-0.77,0.02
2244091,-0.19,0.83,9.05,0.06,-0.86,0.06
2244101,0.61,0.79,8.75,0.05,-0.78,0.06
2244111,1.02,0.72,8.63,0.04,-0.54,0.05
2244121,1.13,0.6,8.65,0.03,-0.26,0.03
2244131,1.04,0.49,8.72,0.02,0.03,0.02
2244141,0.99,0.36,8.77,0.02,0.3,0.01
2244151,0.81,0.27,8.82,0.01,0.56,-0.01
2244161,0.55,0.22,8.92,0,0.78,-0.02
2244171,0.22,0.22,9.07,0,0.92,-0.03
2244181,0.04,0.41,8.39,-0.03,0.95,-0.05
2244191,-0.71,0.36,9.55,-0.06,0.8,-0.04
2244201,-0.95,0.37,10.08,-0.04,0.54,-0.03
2244211,-1.27,0.47,10.47,0.01,0.14,0
2244221,-1.24,0.51,10.39,0.08,-0.3,0.01
2244231,-0.42,0.52,10.34,0.15,-0.68,0.01
2244241,-0.52,0.8,8.34,0.14,-0.83,0
2244251,-0.76,0.71,9.21,0.09,-0.9,0.02
2244261,-0.11,0.68,8.93,0.07,-0.94,0.06
2244271,0.58,0.64,8.57,0.05,-0.79,0.07
2244281,1.03,0.57,8.62,0.04,-0.5,0.06
2244291,1.37,0.5,8.62,0.03,-0.19,0.05
2244301,1.31,0.45,8.6,0.02,0.12,0.02
2244311,1.07,0.43,8.66,0.01,0.44,0
2244321,0.79,0.38,8.78,0,0.71,-0.01
2244331,0.36,0.35,9.01,-0.01,0.89,-0.03
2244341,-0.21,0.35,9.37,0,0.92,-0.03
2244351,-0.93,0.34,9.99,-0.04,0.71,-0.04
2244361,-1.29,0.36,10.31,-0.01,0.34,-0.01
2244371,-1.07,0.38,10.27,0.04,-0.06,0.01
2244381,-0.5,0.39,10.2,0.1,-0.41,0
2244391,-0.78,0.64,9.02,0.1,-0.66,-0.01
2244401,-0.89,0.65,9.33,0.08,-0.87,0.03
2244411,-0.11,0.62,9.15,0.07,-0.98,0.06
2244421,0.55,0.65,8.84,0.06,-0.93,0.06
2244431,0.95,0.65,8.69,0.05,-0.73,0.05
2244441,1.13,0.61,8.55,0.04,-0.47,0.04
2244451,1.31,0.55,8.53,0.03,-0.15,0.03
2244461,1.2,0.5,8.57,0.02,0.19,0.01
2244471,1.03,0.46,8.63,0.01,0.52,0
2244481,0.84,0.43,8.65,-0.01,0.83,-0.01
2244491,0.52,0.4,8.77,-0.02,1.08,-0.02
2244501,0.15,0.39,9.11,-0.02,1.23,-0.02
2244511,-0.56,0.45,9.05,-0.09,1.18,-0.05
2244521,-1.73,0.38,10.78,-0.07,0.96,-0.03
2244531,-1.14,0.33,10.43,-0.01,0.37,0.01
2244541,-0.78,0.39,10.1,0.04,-0.09,0
2244551,-1.12,0.42,10.08,0.09,-0.39,0
2244561,-0.96,0.4,10.25,0.14,-0.71,0.02
2244571,-0.54,0.75,8.4,0.16,-0.94,-0.01
2244581,-0.81,0.7,9.36,0.1,-0.98,0.01
2244591,-0.23,0.68,8.99,0.08,-1.05,0.05
2244601,0.57,0.64,8.6,0.06,-0.96,0.07
2244611,1.2,0.62,8.64,0.05,-0.71,0.06
2244621,1.44,0.56,8.54,0.04,-0.4,0.05
2244631,1.5,0.49,8.45,0.03,-0.05,0.02
2244641,1.3,0.45,8.51,0.01,0.33,0.01
2244651,1.07,0.41,8.56,0,0.71,-0.01
2244661,0.76,0.37,8.66,-0.01,1.04,-0.03
2244671,0.24,0.35,9,-0.02,1.27,-0.04
2244681,-0.79,0.47,8.7,-0.09,1.22,-0.08
2244691,-1.58,0.26,10.48,-0.08,0.93,-0.04
2244701,-1.37,0.33,10.59,-0.01,0.38,0
2244711,-0.74,0.38,10.17,0.04,-0.07,0
2244721,-1.08,0.43,10.33,0.09,-0.39,0
2244731,-0.89,0.47,10.4,0.16,-0.76,0.02
2244741,-0.56,0.79,8.12,0.15,-0.97,0.01
2244751,-0.84,0.71,9.37,0.1,-1.08,0.03
2244761,-0.02,0.65,8.94,0.07,-1.13,0.06
2244771,0.74,0.67,8.56,0.06,-0.99,0.07
2244781,1.26,0.63,8.58,0.05,-0.69,0.06
2244791,1.52,0.56,8.52,0.04,-0.34,0.04
2244801,1.45,0.46,8.55,0.03,0.01,0.02
2244811,1.27,0.39,8.57,0.01,0.36,0
2244821,1.14,0.34,8.59,0,0.71,-0.01
2244831,0.82,0.3,8.74,-0.01,1.02,-0.03
2244841,0.34,0.31,9.01,-0.01,1.23,-0.04
2244851,-0.05,0.55,7.97,-0.05,1.23,-0.06
2244861,-0.96,0.39,9.79,-0.09,0.99,-0.04
2244871,-1.44,0.38,10.75,-0.04,0.6,-0.02
2244881,-1.03,0.44,10.3,0.02,0.07,0.01
2244891,-1,0.48,10.09,0.07,-0.27,0
2244901,-1.35,0.52,10.27,0.13,-0.61,0.02
2244911,-0.42,0.66,9.11,0.17,-0.89,0.02
2244921,-0.72,0.72,9.13,0.1,-0.96,0.02
2244931,-0.37,0.68,8.96,0.08,-1.05,0.05
2244941,0.42,0.59,8.85,0.07,-1.03,0.06
2244951,0.83,0.56,8.91,0.06,-0.87,0.05
2244961,0.87,0.51,8.82,0.05,-0.68,0.05
2244971,1.07,0.46,8.7,0.04,-0.45,0.05
2244981,1.4,0.4,8.61,0.04,-0.16,0.05
2244991,1.53,0.38,8.54,0.02,0.16,0.02
2245001,1.22,0.41,8.56,0.01,0.52,0
2245011,0.91,0.44,8.67,0,0.85,-0.02
2245021,0.62,0.46,8.77,-0.01,1.11,-0.03
2245031,0.32,0.48,8.93,-0.02,1.3,-0.04
2245041,-0.16,0.68,7.8,-0.07,1.28,-0.07
2245051,-1.08,0.39,9.91,-0.1,1.04,-0.04
2245061,-1.4,0.36,10.86,-0.04,0.58,-0.01
2245071,-0.87,0.39,10.18,0.02,0.07,0.01
2245081,-0.76,0.41,9.93,0.06,-0.24,0
2245091,-1.32,0.43,10.13,0.11,-0.51,0
2245101,-0.85,0.44,9.92,0.16,-0.79,0.04
2245111,-0.45,0.68,8.37,0.12,-0.93,0.01
2245121,-0.58,0.66,9.16,0.09,-1.01,0.04
2245131,0.24,0.63,9.05,0.07,-1.04,0.06
2245141,0.8,0.63,8.77,0.06,-0.93,0.05
2245151,0.94,0.61,8.77,0.05,-0.75,0.05
2245161,1,0.56,8.76,0.05,-0.52,0.05
2245171,1.16,0.51,8.72,0.04,-0.27,0.04
2245181,1.2,0.43,8.7,0.03,0,0.02
2245191,1.13,0.37,8.7,0.02,0.3,0
2245201,0.87,0.38,8.81,0.02,0.57,-0.02
2245211,0.5,0.41,9.02,0.01,0.74,-0.03
2245221,0.15,0.47,9.18,0.01,0.8,-0.03
2245231,-0.05,0.49,9.29,0.01,0.77,-0.03
2245241,-0.14,0.54,9.31,0.01,0.7,-0.02
2245251,-0.26,0.56,9.35,0.01,0.6,-0.02
2245261,-1.03,0.58,9.85,0,0.36,-0.02
2245271,-0.65,0.53,9.89,0.03,0.07,0.01
2245281,-0.46,0.52,9.53,0.05,-0.12,0.01
2245291,-0.55,0.51,9.41,0.05,-0.27,0.01
2245301,-0.7,0.5,9.52,0.06,-0.44,0.02
2245311,-0.3,0.47,9.45,0.06,-0.59,0.03
2245321,-0.05,0.48,9.27,0.06,-0.67,0.03
2245331,0.25,0.51,9.14,0.06,-0.69,0.04
2245341,0.56,0.53,8.96,0.06,-0.62,0.04
2245351,0.9,0.55,8.79,0.05,-0.46,0.03
2245361,1.06,0.57,8.7,0.04,-0.21,0.02
2245371,1.06,0.58,8.75,0.03,0.04,0.01
2245381,0.79,0.55,8.83,0.02,0.27,-0.01
2245391,0.55,0.5,8.97,0.02,0.44,-0.02
2245401,0.29,0.45,9.16,0.02,0.53,-0.02
2245411,-0.04,0.43,9.36,0.02,0.54,-0.03
2245421,-0.28,0.42,9.46,0.02,0.44,-0.02
2245431,-0.39,0.44,9.5,0.03,0.29,-0.01
2245441,-0.32,0.46,9.5,0.03,0.12,0
2245451,-0.2,0.52,9.38,0.04,-0.01,0.01
2245461,0,0.57,9.22,0.04,-0.08,0.01
2245471,0.21,0.61,9.09,0.03,-0.08,0.02
2245481,0.36,0.62,8.95,0.03,0.01,0.01
2245491,0.39,0.59,8.9,0.02,0.14,0.01
2245501,0.36,0.54,8.92,0.02,0.29,0
2245511,0.23,0.5,8.98,0.01,0.41,0
2245521,-0.18,0.49,9.04,-0.01,0.44,-0.02
2245531,-0.38,0.38,9.53,-0.02,0.35,-0.01
2245541,-0.49,0.33,9.72,0,0.21,-0.01
2245551,-0.79,0.3,10,0.04,0,0
2245561,-0.74,0.35,9.84,0.08,-0.25,0.01
2245571,-0.2,0.48,9.2,0.09,-0.39,0.01
2245581,-0.3,0.57,9.1,0.07,-0.42,0.01
2245591,-0.25,0.62,9.1,0.06,-0.46,0.02
2245601,0.23,0.64,9.01,0.05,-0.44,0.03
2245611,0.51,0.63,8.93,0.04,-0.33,0.03
2245621,0.56,0.6,8.9,0.04,-0.19,0.02
2245631,0.53,0.55,8.92,0.03,-0.05,0.02
2245641,0.55,0.51,8.89,0.02,0.1,0.02
2245651,0.56,0.46,8.86,0.01,0.27,0.01
2245661,0.43,0.43,8.92,0.01,0.45,0
2245671,0.16,0.42,9.08,0.01,0.58,-0.01
2245681,-0.61,0.47,9.14,-0.03,0.55,-0.03
2245691,-0.44,0.38,9.71,-0.03,0.41,-0.01
2245701,-0.68,0.37,9.81,0,0.24,-0.01
2245711,-0.86,0.4,9.95,0.03,0.01,0.01
2245721,-0.79,0.48,9.84,0.07,-0.22,0.02
2245731,-0.24,0.51,9.54,0.09,-0.39,0.02
2245741,-0.22,0.58,9,0.09,-0.47,0
2245751,-0.85,0.62,9.54,0.08,-0.64,0.01
2245761,-0.61,0.59,9.49,0.08,-0.87,0.05
2245771,-0.06,0.55,9.21,0.07,-1.01,0.07
2245781,0.36,0.59,8.98,0.07,-1.01,0.08
2245791,0.56,0.64,8.71,0.06,-0.87,0.09
2245801,0.9,0.66,8.46,0.05,-0.57,0.12
2245811,1.7,0.6,8.44,0.03,-0.22,0.11
2245821,2.22,0.52,8.41,0.02,0.16,0.05
2245831,1.38,0.5,8.49,0.01,0.58,-0.01
2245841,0.76,0.44,8.78,0,0.89,-0.03
2245851,0.41,0.35,9.03,-0.01,1.07,-0.04
2245861,0.08,0.29,9.27,-0.01,1.12,-0.04
2245871,-0.43,0.29,9.6,0,1.02,-0.05
2245881,-1.21,0.28,10.2,-0.03,0.64,-0.05
2245891,-1.24,0.34,10.38,0.01,0.19,-0.02
2245901,-0.75,0.44,10.15,0.07,-0.19,0
2245911,-0.53,0.65,9.25,0.08,-0.43,0.01
2245921,-0.92,0.75,9.46,0.07,-0.61,0.02
2245931,-0.35,0.77,9.15,0.06,-0.74,0.05
2245941,0.33,0.76,8.9,0.06,-0.71,0.05
2245951,0.68,0.73,8.84,0.05,-0.57,0.04
2245961,0.83,0.67,8.79,0.04,-0.37,0.03
2245971,0.89,0.56,8.79,0.03,-0.17,0.02
2245981,0.9,0.46,8.79,0.03,0.05,0.01
2245991,0.9,0.36,8.81,0.01,0.28,0
2246001,0.78,0.32,8.82,0.01,0.53,-0.01
2246011,0.52,0.3,8.92,0,0.74,-0.02
2246021,0.15,0.33,9.07,0,0.87,-0.03
2246031,-0.13,0.49,8.4,-0.03,0.87,-0.05
2246041,-0.65,0.36,9.72,-0.06,0.73,-0.03
2246051,-0.9,0.37,10.03,-0.03,0.46,-0.02
2246061,-1.22,0.41,10.37,0.02,0.1,0
2246071,-1.2,0.44,10.47,0.09,-0.32,0.02
2246081,-0.45,0.52,10.2,0.16,-0.7,0.01
2246091,-0.75,0.74,8.56,0.12,-0.85,0
2246101,-0.82,0.7,9.22,0.09,-1,0.04
2246111,0.16,0.67,8.85,0.07,-1.04,0.07
2246121,0.9,0.69,8.61,0.05,-0.86,0.07
2246131,1.32,0.7,8.54,0.04,-0.57,0.05
2246141,1.52,0.62,8.51,0.03,-0.21,0.03
2246151,1.4,0.53,8.48,0.02,0.17,0.01
2246161,1.19,0.45,8.55,0,0.54,0
2246171,0.87,0.36,8.65,-0.01,0.88,-0.02
2246181,0.45,0.28,8.89,-0.02,1.13,-0.03
2246191,-0.11,0.29,9.06,-0.02,1.22,-0.05
2246201,-1.16,0.26,10.2,-0.08,1.01,-0.05
2246211,-1.32,0.25,10.47,-0.04,0.59,-0.03
2246221,-1.33,0.34,10.54,0.02,0.1,-0.01
2246231,-1.28,0.45,10.56,0.09,-0.38,0.01
2246241,-0.53,0.59,10.21,0.17,-0.77,0.01
2246251,-0.51,0.87,8.28,0.13,-0.9,0.01
2246261,-0.59,0.8,9.03,0.09,-0.97,0.04
2246271,0.34,0.74,8.72,0.07,-0.93,0.07
2246281,1.09,0.67,8.51,0.05,-0.69,0.06
2246291,1.19,0.62,8.66,0.03,-0.39,0.03
2246301,1.12,0.53,8.7,0.03,-0.1,0.02
2246311,1.07,0.45,8.69,0.02,0.19,0.01
2246321,0.96,0.4,8.66,0.01,0.48,0
2246331,0.77,0.35,8.66,-0.01,0.78,-0.01
2246341,0.38,0.32,8.83,-0.02,1.03,-0.02
2246351,0.1,0.39,8.6,-0.03,1.12,-0.03
2246361,-0.88,0.28,9.95,-0.07,0.91,-0.03
2246371,-1.33,0.26,10.44,-0.03,0.5,-0.02
2246381,-1.2,0.31,10.44,0.03,0.02,0.01
2246391,-1.23,0.42,10.38,0.09,-0.38,0.02
2246401,-0.61,0.52,10.12,0.15,-0.71,0.02
2246411,-0.31,0.83,8.13,0.13,-0.81,0.01
2246421,-0.47,0.77,9.01,0.09,-0.82,0.03
2246431,0.27,0.74,8.82,0.06,-0.77,0.05
2246441,0.85,0.71,8.64,0.05,-0.6,0.04
2246451,1.03,0.65,8.75,0.04,-0.34,0.03
2246461,0.99,0.58,8.76,0.03,-0.08,0.02
2246471,0.96,0.46,8.73,0.02,0.18,0.01
2246481,0.8,0.39,8.76,0.01,0.43,-0.01
2246491,0.58,0.32,8.88,0,0.66,-0.02
2246501,0.21,0.3,9.08,0,0.81,-0.03
2246511,-0.25,0.4,8.78,-0.02,0.79,-0.05
2246521,-0.92,0.28,9.99,-0.03,0.55,-0.02
2246531,-0.99,0.35,10.11,0.01,0.22,-0.01
2246541,-0.87,0.48,10.04,0.05,-0.1,0.01
2246551,-0.61,0.59,9.78,0.09,-0.33,0.02
2246561,-0.14,0.72,8.96,0.1,-0.43,0.01
2246571,-0.31,0.76,8.97,0.07,-0.43,0
2246581,-0.27,0.73,9.07,0.06,-0.45,0.02
2246591,0.23,0.64,8.94,0.05,-0.43,0.03
2246601,0.41,0.57,9.01,0.04,-0.34,0.02
2246611,0.44,0.5,9.04,0.04,-0.24,0.02
2246621,0.53,0.44,8.98,0.04,-0.14,0.02
2246631,0.6,0.4,9,0.04,-0.02,0.01
2246641,0.49,0.38,9.02,0.03,0.1,0
2246651,0.34,0.38,9.04,0.03,0.21,-0.01
2246661,0.2,0.41,9.09,0.02,0.3,-0.01
2246671,0.04,0.46,9.11,0.02,0.36,-0.01
2246681,-0.12,0.52,9.2,0.02,0.39,-0.01
2246691,-0.2,0.56,9.23,0.02,0.35,-0.01
2246701,-0.66,0.58,9.54,0.02,0.2,0
2246711,-0.28,0.54,9.51,0.03,0.05,0.01
2246721,-0.2,0.55,9.36,0.04,-0.02,0.01
2246731,-0.2,0.54,9.25,0.04,-0.07,0.01
2246741,-0.08,0.52,9.17,0.04,-0.07,0.01
2246751,-0.03,0.51,9.18,0.04,-0.05,0
2246761,-0.05,0.51,9.19,0.04,-0.04,0
2246771,-0.02,0.49,9.2,0.04,-0.04,0.01
2246781,0.05,0.48,9.2,0.04,-0.03,0.01
2246791,0.08,0.47,9.15,0.03,-0.02,0.01
2246801,0.11,0.45,9.15,0.03,0.01,0.01
2246811,0.02,0.47,9.18,0.03,0.03,0.01
2246821,-0.06,0.47,9.18,0.03,0.04,0.01
2246831,-0.12,0.45,9.22,0.03,0.04,0
2246841,-0.21,0.47,9.27,0.03,0.03,0
2246851,-0.23,0.49,9.29,0.03,0.01,0
2246861,-0.21,0.51,9.27,0.03,-0.02,0.01
2246871,-0.15,0.54,9.22,0.04,-0.03,0.01
2246881,-0.08,0.57,9.23,0.04,-0.04,0.01
2246891,-0.03,0.56,9.17,0.04,-0.04,0.01
2246901,-0.01,0.56,9.14,0.03,-0.03,0.01
2246911,-0.02,0.53,9.14,0.03,-0.02,0.01
2246921,-0.05,0.5,9.21,0.03,-0.01,0.01
2246931,-0.08,0.48,9.21,0.03,0,0.01
2246941,-0.1,0.47,9.24,0.03,-0.01,0.01
2246951,-0.11,0.46,9.22,0.03,-0.01,0.01
2246961,-0.06,0.46,9.17,0.03,-0.01,0.01
2246971,-0.03,0.46,9.13,0.03,0.01,0.01
2246981,-0.05,0.48,9.2,0.03,0.02,0.01
2246991,-0.09,0.48,9.24,0.03,0.01,0.01
2247001,-0.11,0.5,9.24,0.03,0,0.01
2247011,-0.14,0.52,9.26,0.03,-0.03,0.01
2247021,-0.13,0.54,9.23,0.04,-0.04,0.01
2247031,-0.12,0.53,9.2,0.03,-0.05,0.01
2247041,-0.15,0.51,9.28,0.04,-0.07,0.01
2247051,-0.23,0.49,9.29,0.04,-0.11,0.01
2247061,-0.22,0.48,9.31,0.04,-0.18,0.02
2247071,-0.07,0.52,9.21,0.04,-0.23,0.02
2247081,0.18,0.56,9.09,0.04,-0.21,0.02
2247091,0.29,0.59,9,0.03,-0.14,0.02
2247101,0.28,0.63,9.04,0.03,-0.04,0.01
2247111,0.17,0.6,9.05,0.03,0.04,0.01
2247121,0.06,0.54,9.18,0.03,0.09,0.01
2247131,-0.09,0.45,9.3,0.03,0.11,0
2247141,-0.31,0.41,9.45,0.04,0.04,0
2247151,-0.43,0.38,9.52,0.04,-0.09,0.01
